interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,interaction_name_2,evidence,is_neurotransmitter,ligand.symbol,ligand.family,ligand.location,ligand.keyword,ligand.secreted_type,ligand.transmembrane,receptor.symbol,receptor.family,receptor.location,receptor.keyword,receptor.surfaceome_main,receptor.surfaceome_sub,receptor.adhesome,receptor.secreted_type,receptor.transmembrane,version
WNT8A_FZD1_LRP6,WNT,WNT8A,FZD1_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8A - (FZD1+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD1, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Cell membrane, Endoplasmic reticulum, Membrane raft","Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"LDLR;Other_receptors, Frizzled;GPCR",,,True,CellChatDB v1
WNT8A_FZD6_LRP6,WNT,WNT8A,FZD6_LRP6,WNT agonist,WNT antagonist,WNT activation receptor,WNT inhibition receptor,Secreted Signaling,WNT8A - (FZD6+LRP6),KEGG: hsa04310; PMID: 23209147,False,WNT8A,Wnt,"Extracellular matrix, Secreted, Extracellular space","Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, 3D-structure, Glycoprotein",cellsignal_wnt,False,"FZD6, LRP6","G-protein coupled receptor Fz/Smo, LDLR","Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endocytosis, Lipoprotein, Isopeptide bond, 3D-structure, Palmitate",Receptors,"Frizzled;GPCR, LDLR;Other_receptors",,,True,CellChatDB v1
TNXB_SDC1,TENASCIN,TNXB,SDC1,,,,,ECM-Receptor,TNXB - SDC1,KEGG: hsa04512,False,TNXB,Tenascin,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Coiled coil, Signal, Reference proteome, Extracellular matrix, Disulfide bond, Secreted, Ehlers-Danlos syndrome, Direct protein sequencing, 3D-structure, Alternative splicing, Repeat, EGF-like domain, Cell adhesion, Glycoprotein",,,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL9A2_SDC1,COLLAGEN,COL9A2,SDC1,,,,,ECM-Receptor,COL9A2 - SDC1,KEGG: hsa04512,False,COL9A2,Fibril-associated collagens with interrupted helices (FACIT),"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Stickler syndrome, Reference proteome, Collagen, Disulfide bond, Secreted, Extracellular matrix, Glycoprotein, Deafness, 3D-structure, Hydroxylation, Dwarfism, Proteoglycan, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
TNR_SDC1,TENASCIN,TNR,SDC1,,,,,ECM-Receptor,TNR - SDC1,KEGG: hsa04512,False,TNR,Tenascin,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Coiled coil, Signal, Reference proteome, Phosphoprotein, Disulfide bond, Secreted, Extracellular matrix, Sialic acid, Alternative splicing, Repeat, EGF-like domain, Cell adhesion, Proteoglycan, Glycoprotein",,,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
THBS1_SDC1,THBS,THBS1,SDC1,,,,,ECM-Receptor,THBS1 - SDC1,KEGG: hsa04512,False,THBS1,Thrombospondin,"Sarcoplasmic reticulum, Secreted, Endoplasmic reticulum, Extracellular matrix, Cell surface, Extracellular space","Disulfide bond, Secreted, Unfolded protein response, Extracellular matrix, Alternative splicing, Sarcoplasmic reticulum, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Signal, Reference proteome, Calcium, 3D-structure, Cell adhesion, Heparin-binding, Repeat",,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
TNC_SDC1,TENASCIN,TNC,SDC1,,,,,ECM-Receptor,TNC - SDC1,KEGG: hsa04512,False,TNC,Tenascin,"Extracellular matrix, Secreted, Extracellular space","Coiled coil, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Deafness, EGF-like domain, Glycoprotein, Disease variant, Signal, Reference proteome, Phosphoprotein, Direct protein sequencing, 3D-structure, Non-syndromic deafness, Cell adhesion, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
FN1_SDC1,FN1,FN1,SDC1,,,,,ECM-Receptor,FN1 - SDC1,KEGG: hsa04512,False,FN1,,"Extracellular matrix, Secreted, Extracellular space","Secreted, Acute phase, Disulfide bond, Extracellular matrix, Oxidation, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Pyrrolidone carboxylic acid, Phosphoprotein, Sulfation, Direct protein sequencing, Angiogenesis, Dwarfism, Isopeptide bond, 3D-structure, Cell adhesion, Heparin-binding, Cell shape, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL9A3_SDC1,COLLAGEN,COL9A3,SDC1,,,,,ECM-Receptor,COL9A3 - SDC1,KEGG: hsa04512,False,COL9A3,Fibril-associated collagens with interrupted helices (FACIT),"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Glycoprotein, 3D-structure, Hydroxylation, Dwarfism, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
TNN_SDC1,TENASCIN,TNN,SDC1,,,,,ECM-Receptor,TNN - SDC1,KEGG: hsa04512,False,TNN,Tenascin,"Extracellular matrix, Secreted, Extracellular space","Signal, Reference proteome, Disulfide bond, Extracellular matrix, Secreted, Repeat, EGF-like domain, Glycoprotein",,,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL6A1_SDC1,COLLAGEN,COL6A1,SDC1,,,,,ECM-Receptor,COL6A1 - SDC1,KEGG: hsa04512,False,COL6A1,Type VI collagen,"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Direct protein sequencing, Repeat, Hydroxylation, Cell adhesion, Glycoprotein",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL6A6_SDC1,COLLAGEN,COL6A6,SDC1,,,,,ECM-Receptor,COL6A6 - SDC1,KEGG: hsa04512,False,COL6A6,Type VI collagen,"Extracellular matrix, Secreted, Extracellular space","Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Alternative splicing, Repeat, Hydroxylation, Cell adhesion, Glycoprotein",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL6A5_SDC1,COLLAGEN,COL6A5,SDC1,,,,,ECM-Receptor,COL6A5 - SDC1,KEGG: hsa04512,False,COL6A5,Type VI collagen,"Extracellular matrix, Secreted, Extracellular space","Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Alternative splicing, Repeat, Hydroxylation, Cell adhesion, Glycoprotein",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL6A3_SDC1,COLLAGEN,COL6A3,SDC1,,,,,ECM-Receptor,COL6A3 - SDC1,KEGG: hsa04512,False,COL6A3,Type VI collagen,"Extracellular matrix, Secreted, Extracellular space","Dystonia, Protease inhibitor, Secreted, Disulfide bond, Extracellular matrix, Alternative splicing, Serine protease inhibitor, Glycoprotein, Disease variant, Signal, Reference proteome, Collagen, Phosphoprotein, Congenital muscular dystrophy, Direct protein sequencing, Limb-girdle muscular dystrophy, 3D-structure, Hydroxylation, Cell adhesion, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL6A2_SDC1,COLLAGEN,COL6A2,SDC1,,,,,ECM-Receptor,COL6A2 - SDC1,KEGG: hsa04512,False,COL6A2,Type VI collagen,"Extracellular matrix, Secreted, Extracellular space, Membrane","Membrane, Extracellular matrix, Secreted, Alternative splicing, Glycoprotein, Disease variant, Signal, Reference proteome, Collagen, Phosphoprotein, Congenital muscular dystrophy, Limb-girdle muscular dystrophy, Direct protein sequencing, Hydroxylation, Cell adhesion, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL4A6_SDC1,COLLAGEN,COL4A6,SDC1,,,,,ECM-Receptor,COL4A6 - SDC1,KEGG: hsa04512,False,COL4A6,Type IV collagen,"Extracellular matrix, Secreted, Extracellular space, Basement membrane","Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Alternative splicing, Deafness, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Collagen, Hydroxylation, Non-syndromic deafness, Cell adhesion, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL4A5_SDC1,COLLAGEN,COL4A5,SDC1,,,,,ECM-Receptor,COL4A5 - SDC1,KEGG: hsa04512,False,COL4A5,Type IV collagen,"Extracellular matrix, Secreted, Extracellular space, Basement membrane","Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Alternative splicing, Deafness, Alport syndrome, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Collagen, 3D-structure, Hydroxylation, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
THBS2_SDC1,THBS,THBS2,SDC1,,,,,ECM-Receptor,THBS2 - SDC1,KEGG: hsa04512,False,THBS2,Thrombospondin,,"Signal, Reference proteome, Heparin-binding, Disulfide bond, Calcium, 3D-structure, Repeat, EGF-like domain, Cell adhesion, Glycoprotein",,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL4A4_SDC1,COLLAGEN,COL4A4,SDC1,,,,,ECM-Receptor,COL4A4 - SDC1,KEGG: hsa04512,False,COL4A4,Type IV collagen,"Extracellular matrix, Secreted, Extracellular space, Basement membrane","Disease variant, Signal, Reference proteome, Collagen, Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Glycoprotein, Deafness, 3D-structure, Hydroxylation, Alport syndrome, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL9A1_SDC1,COLLAGEN,COL9A1,SDC1,,,,,ECM-Receptor,COL9A1 - SDC1,KEGG: hsa04512,False,COL9A1,Fibril-associated collagens with interrupted helices (FACIT),"Extracellular matrix, Secreted, Extracellular space","Stickler syndrome, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Deafness, Glycoprotein, Signal, Reference proteome, Collagen, Metal-binding, Direct protein sequencing, Zinc, 3D-structure, Hydroxylation, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
THBS3_SDC1,THBS,THBS3,SDC1,,,,,ECM-Receptor,THBS3 - SDC1,KEGG: hsa04512,False,THBS3,Thrombospondin,,"Signal, Reference proteome, Disulfide bond, Calcium, Alternative splicing, Repeat, EGF-like domain, Cell adhesion, Glycoprotein",,,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL6A6_SDC4,COLLAGEN,COL6A6,SDC4,,,,,ECM-Receptor,COL6A6 - SDC4,KEGG: hsa04512,False,COL6A6,Type VI collagen,"Extracellular matrix, Secreted, Extracellular space","Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Alternative splicing, Repeat, Hydroxylation, Cell adhesion, Glycoprotein",secreted,False,SDC4,Syndecan proteoglycan,"Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein",,,Adhesion receptor,,,CellChatDB v1
COMP_SDC1,THBS,COMP,SDC1,,,,,ECM-Receptor,COMP - SDC1,KEGG: hsa04512,False,COMP,Thrombospondin,"Extracellular matrix, Secreted, Extracellular space","Disulfide bond, Secreted, Extracellular matrix, Alternative splicing, EGF-like domain, Glycoprotein, Disease variant, Signal, Reference proteome, Heparin-binding, Apoptosis, Calcium, Direct protein sequencing, 3D-structure, Cell adhesion, Dwarfism, Repeat",,,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL4A3_SDC1,COLLAGEN,COL4A3,SDC1,,,,,ECM-Receptor,COL4A3 - SDC1,KEGG: hsa04512,False,COL4A3,Type IV collagen,"Extracellular matrix, Secreted, Extracellular space, Basement membrane","Basement membrane, Disulfide bond, Secreted, Extracellular matrix, Alternative splicing, Deafness, Alport syndrome, Glycoprotein, Disease variant, Signal, Reference proteome, Collagen, Phosphoprotein, Direct protein sequencing, 3D-structure, Hydroxylation, Cell adhesion, Repeat",secreted,False,SDC1,Syndecan proteoglycan,"Secreted, Extracellular exosome, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Phosphoprotein, Secreted, Heparan sulfate, Transmembrane, 3D-structure, Proteoglycan, Glycoprotein",Receptors,Other_receptors;Syndecan,,secreted,True,CellChatDB v1
COL9A1_SDC4,COLLAGEN,COL9A1,SDC4,,,,,ECM-Receptor,COL9A1 - SDC4,KEGG: hsa04512,False,COL9A1,Fibril-associated collagens with interrupted helices (FACIT),"Extracellular matrix, Secreted, Extracellular space","Stickler syndrome, Extracellular matrix, Disulfide bond, Secreted, Alternative splicing, Deafness, Glycoprotein, Signal, Reference proteome, Collagen, Metal-binding, Direct protein sequencing, Zinc, 3D-structure, Hydroxylation, Repeat",secreted,False,SDC4,Syndecan proteoglycan,"Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein",,,Adhesion receptor,,,CellChatDB v1
COL9A2_SDC4,COLLAGEN,COL9A2,SDC4,,,,,ECM-Receptor,COL9A2 - SDC4,KEGG: hsa04512,False,COL9A2,Fibril-associated collagens with interrupted helices (FACIT),"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Stickler syndrome, Reference proteome, Collagen, Disulfide bond, Secreted, Extracellular matrix, Glycoprotein, Deafness, 3D-structure, Hydroxylation, Dwarfism, Proteoglycan, Repeat",secreted,False,SDC4,Syndecan proteoglycan,"Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein",,,Adhesion receptor,,,CellChatDB v1
COL9A3_SDC4,COLLAGEN,COL9A3,SDC4,,,,,ECM-Receptor,COL9A3 - SDC4,KEGG: hsa04512,False,COL9A3,Fibril-associated collagens with interrupted helices (FACIT),"Extracellular matrix, Secreted, Extracellular space","Disease variant, Signal, Reference proteome, Collagen, Extracellular matrix, Secreted, Glycoprotein, 3D-structure, Hydroxylation, Dwarfism, Repeat",secreted,False,SDC4,Syndecan proteoglycan,"Secreted, Membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Secreted, Transmembrane, Heparan sulfate, Alternative splicing, 3D-structure, Proteoglycan, Glycoprotein",,,Adhesion receptor,,,CellChatDB v1
